year,week,AB,ACC,ADS,AI,AR,BMI,CC,CMC,CNS,CWT,EPC,FL,FORM,GPS,LEG,M,MAC,MD,NOV,PCI,PNW,RMBS,SEB,SF,SIX,SM,TCO,TRN,VAC,VC,WIRE
2013,34,22.0,6.0,12.0,27.0,28.0,7.0,29.0,17.0,20.0,19.0,13.0,26.0,25.0,23.0,21.0,16.0,10.0,9.0,14.0,30.0,18.0,24.0,5.0,4.0,3.0,8.0,31.0,1.0,15.0,11.0,2.0
2013,35,11.0,20.0,17.0,27.0,28.0,25.0,29.0,22.0,24.0,21.0,3.0,13.0,2.0,19.0,15.0,9.0,8.0,6.0,1.0,30.0,10.0,18.0,23.0,4.0,16.0,7.0,31.0,12.0,14.0,5.0,26.0
2013,36,7.0,16.0,12.0,27.0,28.0,22.0,29.0,6.0,5.0,24.0,26.0,15.0,1.0,21.0,13.0,14.0,19.0,17.0,3.0,30.0,25.0,2.0,18.0,9.0,10.0,4.0,31.0,8.0,23.0,11.0,20.0
2013,37,19.0,1.0,8.0,27.0,28.0,15.0,29.0,4.0,14.0,25.0,22.0,20.0,3.0,9.0,2.0,23.0,17.0,11.0,18.0,30.0,12.0,26.0,16.0,13.0,5.0,6.0,31.0,7.0,24.0,21.0,10.0
2013,38,3.0,25.0,10.0,27.0,28.0,18.0,29.0,4.0,1.0,9.0,15.0,19.0,26.0,22.0,23.0,21.0,11.0,24.0,16.0,30.0,7.0,2.0,8.0,12.0,17.0,13.0,31.0,14.0,6.0,20.0,5.0
2013,39,26.0,18.0,10.0,27.0,28.0,7.0,29.0,8.0,6.0,1.0,22.0,2.0,25.0,20.0,13.0,21.0,17.0,16.0,14.0,30.0,11.0,4.0,15.0,19.0,24.0,3.0,31.0,12.0,9.0,5.0,23.0
2013,40,11.0,25.0,1.0,27.0,28.0,13.0,29.0,21.0,26.0,16.0,10.0,17.0,23.0,12.0,19.0,8.0,20.0,7.0,6.0,30.0,15.0,5.0,18.0,24.0,22.0,2.0,31.0,14.0,3.0,9.0,4.0
2013,41,11.0,3.0,7.0,28.0,9.0,6.0,29.0,16.0,1.0,10.0,14.0,25.0,18.0,27.0,20.0,26.0,15.0,8.0,21.0,30.0,5.0,22.0,4.0,23.0,19.0,13.0,31.0,17.0,2.0,24.0,12.0
2013,42,4.0,6.0,13.0,28.0,11.0,1.0,29.0,12.0,3.0,17.0,25.0,10.0,27.0,23.0,26.0,8.0,5.0,16.0,9.0,30.0,19.0,18.0,24.0,14.0,7.0,2.0,31.0,22.0,20.0,15.0,21.0
2013,43,12.0,25.0,16.0,28.0,10.0,14.0,29.0,3.0,7.0,9.0,4.0,17.0,27.0,24.0,5.0,19.0,18.0,23.0,21.0,30.0,8.0,26.0,13.0,11.0,2.0,22.0,31.0,6.0,15.0,20.0,1.0
2013,44,2.0,16.0,10.0,28.0,21.0,19.0,29.0,9.0,24.0,14.0,18.0,5.0,20.0,11.0,26.0,4.0,12.0,6.0,22.0,30.0,25.0,7.0,27.0,23.0,15.0,8.0,31.0,1.0,13.0,17.0,3.0
2013,45,25.0,24.0,7.0,28.0,12.0,17.0,29.0,5.0,23.0,3.0,4.0,6.0,8.0,1.0,16.0,13.0,27.0,20.0,10.0,30.0,21.0,26.0,14.0,2.0,18.0,19.0,31.0,15.0,11.0,22.0,9.0
2013,46,21.0,23.0,10.0,28.0,27.0,12.0,29.0,20.0,3.0,18.0,6.0,8.0,24.0,13.0,15.0,1.0,7.0,9.0,11.0,30.0,22.0,19.0,25.0,17.0,5.0,4.0,31.0,2.0,16.0,14.0,26.0
2013,47,15.0,18.0,25.0,28.0,3.0,6.0,29.0,8.0,5.0,16.0,2.0,4.0,17.0,22.0,10.0,13.0,23.0,12.0,20.0,30.0,24.0,9.0,7.0,1.0,21.0,19.0,31.0,27.0,14.0,11.0,26.0
2013,48,7.0,25.0,17.0,28.0,21.0,4.0,29.0,14.0,9.0,12.0,13.0,8.0,3.0,20.0,15.0,2.0,22.0,16.0,26.0,30.0,23.0,19.0,6.0,24.0,18.0,27.0,31.0,10.0,11.0,5.0,1.0
2013,49,14.0,5.0,2.0,28.0,18.0,16.0,29.0,3.0,15.0,21.0,7.0,9.0,27.0,24.0,20.0,22.0,1.0,6.0,11.0,30.0,8.0,13.0,19.0,4.0,12.0,25.0,31.0,26.0,17.0,10.0,23.0
2013,50,19.0,21.0,6.0,28.0,3.0,25.0,29.0,12.0,26.0,18.0,17.0,11.0,2.0,16.0,9.0,7.0,20.0,24.0,23.0,30.0,15.0,1.0,10.0,14.0,22.0,27.0,31.0,4.0,13.0,8.0,5.0
2013,51,20.0,14.0,22.0,28.0,4.0,8.0,29.0,25.0,5.0,11.0,26.0,6.0,1.0,19.0,9.0,13.0,16.0,27.0,24.0,30.0,18.0,17.0,21.0,10.0,23.0,12.0,31.0,2.0,7.0,15.0,3.0
2013,52,12.0,23.0,4.0,28.0,2.0,13.0,29.0,1.0,7.0,5.0,18.0,25.0,11.0,24.0,8.0,14.0,19.0,22.0,10.0,30.0,21.0,26.0,15.0,17.0,9.0,6.0,31.0,20.0,27.0,16.0,3.0
2014,1,6.0,5.0,16.0,28.0,27.0,10.0,29.0,11.0,22.0,25.0,24.0,7.0,1.0,4.0,12.0,3.0,14.0,15.0,20.0,30.0,23.0,21.0,2.0,18.0,9.0,17.0,31.0,19.0,13.0,8.0,26.0
2014,2,5.0,7.0,23.0,28.0,26.0,24.0,29.0,8.0,18.0,14.0,16.0,19.0,15.0,12.0,22.0,2.0,17.0,11.0,21.0,30.0,6.0,27.0,25.0,4.0,10.0,13.0,31.0,9.0,20.0,1.0,3.0
2014,3,3.0,10.0,15.0,28.0,4.0,13.0,29.0,11.0,25.0,12.0,16.0,26.0,5.0,27.0,23.0,9.0,20.0,7.0,19.0,30.0,21.0,22.0,17.0,8.0,14.0,6.0,31.0,1.0,24.0,18.0,2.0
2014,4,18.0,4.0,16.0,28.0,3.0,10.0,29.0,27.0,26.0,2.0,21.0,20.0,5.0,8.0,6.0,19.0,11.0,15.0,23.0,30.0,9.0,1.0,12.0,22.0,14.0,7.0,31.0,13.0,17.0,24.0,25.0
2014,5,9.0,14.0,24.0,28.0,7.0,23.0,29.0,13.0,5.0,11.0,27.0,2.0,22.0,3.0,10.0,21.0,15.0,1.0,6.0,30.0,4.0,16.0,18.0,25.0,19.0,17.0,31.0,8.0,20.0,12.0,26.0
2014,6,22.0,24.0,1.0,28.0,27.0,7.0,29.0,19.0,15.0,26.0,8.0,10.0,17.0,2.0,6.0,16.0,3.0,18.0,12.0,30.0,9.0,21.0,20.0,14.0,23.0,4.0,31.0,13.0,5.0,11.0,25.0
2014,7,2.0,1.0,7.0,28.0,16.0,21.0,29.0,5.0,12.0,8.0,17.0,26.0,19.0,25.0,18.0,27.0,15.0,3.0,22.0,30.0,13.0,11.0,23.0,9.0,4.0,24.0,31.0,10.0,20.0,14.0,6.0
2014,8,3.0,22.0,12.0,28.0,21.0,20.0,29.0,26.0,18.0,7.0,24.0,4.0,6.0,11.0,13.0,17.0,15.0,9.0,25.0,30.0,16.0,5.0,23.0,8.0,2.0,27.0,31.0,1.0,19.0,10.0,14.0
2014,9,18.0,11.0,19.0,28.0,3.0,5.0,29.0,24.0,15.0,22.0,12.0,7.0,2.0,10.0,13.0,1.0,25.0,20.0,9.0,30.0,14.0,26.0,23.0,21.0,8.0,16.0,31.0,4.0,6.0,27.0,17.0
2014,10,23.0,21.0,13.0,28.0,11.0,20.0,29.0,8.0,9.0,25.0,24.0,1.0,22.0,27.0,17.0,15.0,16.0,10.0,7.0,30.0,26.0,2.0,5.0,18.0,6.0,14.0,31.0,4.0,3.0,12.0,19.0
2014,11,6.0,4.0,21.0,28.0,17.0,20.0,29.0,25.0,23.0,1.0,13.0,19.0,24.0,11.0,12.0,5.0,10.0,8.0,26.0,30.0,3.0,2.0,9.0,14.0,7.0,27.0,31.0,22.0,15.0,16.0,18.0
2014,12,1.0,24.0,12.0,28.0,3.0,9.0,29.0,14.0,2.0,13.0,8.0,15.0,20.0,25.0,16.0,21.0,18.0,17.0,22.0,30.0,27.0,5.0,10.0,4.0,23.0,19.0,31.0,6.0,7.0,11.0,26.0
2014,13,16.0,7.0,23.0,28.0,10.0,14.0,29.0,19.0,13.0,18.0,3.0,9.0,27.0,22.0,6.0,12.0,4.0,17.0,1.0,30.0,11.0,2.0,21.0,20.0,24.0,5.0,31.0,25.0,15.0,8.0,26.0
2014,14,18.0,14.0,27.0,28.0,5.0,7.0,29.0,3.0,17.0,22.0,24.0,19.0,21.0,6.0,16.0,15.0,12.0,9.0,10.0,30.0,11.0,2.0,25.0,26.0,20.0,8.0,31.0,23.0,1.0,4.0,13.0
2014,15,8.0,7.0,25.0,28.0,17.0,20.0,29.0,13.0,2.0,16.0,10.0,21.0,12.0,27.0,9.0,19.0,3.0,18.0,5.0,30.0,4.0,1.0,11.0,26.0,14.0,6.0,31.0,15.0,24.0,23.0,22.0
2014,16,18.0,20.0,25.0,28.0,22.0,27.0,29.0,6.0,24.0,17.0,15.0,9.0,26.0,21.0,11.0,23.0,7.0,19.0,4.0,30.0,13.0,1.0,14.0,8.0,10.0,3.0,31.0,5.0,16.0,12.0,2.0
2014,17,9.0,8.0,27.0,28.0,18.0,17.0,29.0,21.0,15.0,14.0,12.0,6.0,20.0,10.0,25.0,7.0,23.0,22.0,5.0,30.0,3.0,19.0,24.0,13.0,16.0,2.0,31.0,1.0,26.0,11.0,4.0
2014,18,22.0,7.0,14.0,28.0,3.0,21.0,29.0,6.0,17.0,24.0,1.0,10.0,11.0,13.0,4.0,19.0,12.0,20.0,27.0,30.0,25.0,18.0,23.0,8.0,15.0,26.0,31.0,5.0,2.0,9.0,16.0
2014,19,26.0,12.0,19.0,28.0,23.0,17.0,29.0,25.0,6.0,18.0,15.0,8.0,27.0,1.0,13.0,20.0,5.0,16.0,11.0,30.0,4.0,21.0,2.0,14.0,7.0,22.0,31.0,3.0,10.0,9.0,24.0
2014,20,4.0,10.0,9.0,28.0,25.0,17.0,29.0,11.0,18.0,23.0,20.0,5.0,26.0,6.0,16.0,3.0,12.0,14.0,7.0,30.0,13.0,24.0,1.0,27.0,22.0,8.0,31.0,2.0,19.0,15.0,21.0
2014,21,24.0,25.0,4.0,28.0,26.0,8.0,29.0,27.0,5.0,11.0,16.0,19.0,1.0,21.0,13.0,18.0,22.0,23.0,17.0,30.0,20.0,7.0,15.0,12.0,9.0,6.0,31.0,2.0,14.0,10.0,3.0
2014,22,6.0,14.0,5.0,28.0,10.0,20.0,29.0,27.0,24.0,2.0,9.0,25.0,1.0,17.0,13.0,3.0,15.0,11.0,19.0,30.0,12.0,4.0,7.0,26.0,18.0,22.0,31.0,8.0,16.0,23.0,21.0
2014,23,2.0,21.0,7.0,28.0,10.0,5.0,29.0,20.0,3.0,13.0,19.0,12.0,9.0,16.0,18.0,24.0,15.0,17.0,6.0,30.0,26.0,22.0,1.0,11.0,14.0,25.0,31.0,27.0,23.0,8.0,4.0
2014,24,23.0,17.0,5.0,28.0,21.0,16.0,29.0,22.0,25.0,4.0,7.0,10.0,2.0,20.0,19.0,27.0,26.0,9.0,6.0,30.0,12.0,1.0,8.0,18.0,14.0,3.0,31.0,15.0,11.0,13.0,24.0
2014,25,21.0,26.0,15.0,28.0,5.0,4.0,29.0,10.0,2.0,16.0,13.0,22.0,25.0,19.0,17.0,20.0,11.0,24.0,12.0,30.0,7.0,1.0,27.0,9.0,14.0,3.0,31.0,6.0,18.0,8.0,23.0
2014,26,18.0,9.0,5.0,28.0,15.0,20.0,29.0,27.0,19.0,3.0,21.0,7.0,10.0,24.0,17.0,12.0,22.0,23.0,2.0,30.0,14.0,26.0,1.0,13.0,4.0,8.0,31.0,6.0,11.0,16.0,25.0
2014,27,3.0,23.0,16.0,28.0,14.0,21.0,29.0,1.0,8.0,26.0,20.0,9.0,6.0,12.0,17.0,10.0,24.0,22.0,18.0,30.0,19.0,7.0,27.0,11.0,25.0,13.0,31.0,2.0,15.0,5.0,4.0
2014,28,3.0,1.0,18.0,28.0,26.0,22.0,29.0,24.0,10.0,11.0,4.0,20.0,21.0,16.0,14.0,17.0,2.0,13.0,6.0,30.0,5.0,23.0,15.0,25.0,9.0,27.0,31.0,8.0,12.0,7.0,19.0
2014,29,2.0,7.0,16.0,28.0,21.0,23.0,29.0,1.0,9.0,12.0,26.0,24.0,27.0,20.0,22.0,17.0,5.0,4.0,3.0,30.0,11.0,25.0,10.0,8.0,18.0,13.0,31.0,6.0,14.0,15.0,19.0
2014,30,21.0,6.0,11.0,28.0,23.0,1.0,29.0,13.0,20.0,22.0,17.0,15.0,26.0,7.0,2.0,5.0,19.0,18.0,14.0,30.0,16.0,27.0,10.0,9.0,25.0,12.0,31.0,4.0,3.0,8.0,24.0
2014,31,22.0,21.0,23.0,28.0,12.0,19.0,29.0,25.0,14.0,1.0,3.0,8.0,20.0,5.0,13.0,4.0,18.0,7.0,24.0,30.0,17.0,26.0,15.0,9.0,10.0,2.0,31.0,16.0,6.0,11.0,27.0
2014,32,16.0,20.0,15.0,28.0,19.0,5.0,29.0,18.0,9.0,7.0,24.0,2.0,10.0,1.0,6.0,3.0,17.0,25.0,13.0,30.0,21.0,8.0,11.0,12.0,27.0,4.0,31.0,26.0,23.0,14.0,22.0
2014,33,18.0,13.0,23.0,28.0,25.0,14.0,29.0,19.0,8.0,6.0,4.0,22.0,1.0,24.0,9.0,26.0,12.0,17.0,21.0,30.0,7.0,15.0,11.0,16.0,20.0,27.0,31.0,3.0,2.0,10.0,5.0
2014,34,6.0,13.0,7.0,28.0,15.0,19.0,29.0,18.0,25.0,20.0,17.0,2.0,27.0,3.0,8.0,4.0,24.0,16.0,11.0,30.0,12.0,23.0,26.0,10.0,14.0,5.0,31.0,1.0,22.0,9.0,21.0
2014,35,4.0,11.0,26.0,28.0,6.0,16.0,29.0,22.0,9.0,15.0,19.0,3.0,25.0,8.0,23.0,13.0,17.0,12.0,5.0,30.0,7.0,2.0,24.0,10.0,27.0,1.0,31.0,18.0,21.0,14.0,20.0
2014,36,23.0,8.0,17.0,28.0,24.0,10.0,29.0,2.0,19.0,14.0,5.0,6.0,1.0,25.0,9.0,16.0,7.0,21.0,26.0,30.0,13.0,18.0,20.0,22.0,27.0,12.0,31.0,11.0,4.0,3.0,15.0
2014,37,2.0,27.0,15.0,28.0,5.0,17.0,29.0,21.0,25.0,19.0,12.0,8.0,23.0,11.0,7.0,22.0,24.0,14.0,20.0,30.0,9.0,1.0,10.0,4.0,6.0,26.0,31.0,18.0,13.0,3.0,16.0
2014,38,12.0,21.0,24.0,28.0,4.0,11.0,29.0,3.0,23.0,20.0,6.0,15.0,25.0,17.0,10.0,9.0,7.0,13.0,16.0,30.0,14.0,18.0,27.0,5.0,22.0,8.0,31.0,1.0,2.0,19.0,26.0
2014,39,20.0,14.0,3.0,28.0,25.0,9.0,29.0,22.0,2.0,17.0,10.0,5.0,1.0,21.0,4.0,8.0,16.0,11.0,18.0,30.0,19.0,12.0,13.0,15.0,7.0,27.0,31.0,26.0,6.0,23.0,24.0
2014,40,15.0,7.0,2.0,28.0,23.0,16.0,29.0,25.0,20.0,1.0,21.0,12.0,9.0,10.0,11.0,8.0,5.0,14.0,24.0,30.0,3.0,22.0,4.0,18.0,6.0,26.0,31.0,27.0,13.0,17.0,19.0
2014,41,18.0,1.0,17.0,28.0,21.0,8.0,29.0,20.0,9.0,6.0,13.0,10.0,24.0,23.0,11.0,16.0,2.0,12.0,15.0,30.0,3.0,26.0,7.0,19.0,4.0,27.0,31.0,25.0,14.0,22.0,5.0
2014,42,19.0,12.0,2.0,28.0,4.0,9.0,29.0,18.0,7.0,10.0,17.0,25.0,5.0,24.0,16.0,23.0,22.0,15.0,20.0,30.0,13.0,3.0,1.0,14.0,27.0,26.0,31.0,11.0,6.0,21.0,8.0
2014,43,4.0,23.0,9.0,28.0,25.0,6.0,29.0,3.0,16.0,21.0,12.0,20.0,22.0,15.0,2.0,11.0,14.0,8.0,13.0,30.0,18.0,27.0,26.0,17.0,1.0,19.0,31.0,24.0,5.0,10.0,7.0
2014,44,13.0,20.0,15.0,28.0,5.0,7.0,29.0,11.0,10.0,6.0,21.0,18.0,1.0,17.0,12.0,25.0,16.0,2.0,24.0,30.0,9.0,3.0,4.0,8.0,19.0,27.0,31.0,23.0,14.0,22.0,26.0
2014,45,23.0,13.0,17.0,28.0,4.0,14.0,29.0,21.0,16.0,15.0,12.0,25.0,2.0,7.0,9.0,5.0,24.0,19.0,11.0,30.0,10.0,26.0,1.0,22.0,20.0,27.0,31.0,18.0,8.0,6.0,3.0
2014,46,14.0,15.0,12.0,28.0,26.0,17.0,29.0,19.0,9.0,25.0,4.0,3.0,20.0,6.0,7.0,2.0,18.0,11.0,22.0,30.0,23.0,1.0,27.0,5.0,10.0,24.0,31.0,21.0,8.0,16.0,13.0
2014,47,8.0,10.0,17.0,28.0,13.0,25.0,29.0,18.0,9.0,19.0,15.0,22.0,26.0,24.0,11.0,5.0,1.0,7.0,3.0,30.0,4.0,16.0,6.0,23.0,21.0,2.0,31.0,14.0,20.0,12.0,27.0
2014,48,17.0,13.0,18.0,28.0,26.0,19.0,29.0,23.0,16.0,11.0,3.0,1.0,21.0,6.0,10.0,8.0,12.0,9.0,24.0,30.0,15.0,7.0,20.0,2.0,4.0,27.0,31.0,25.0,5.0,14.0,22.0
2014,49,24.0,16.0,22.0,28.0,26.0,8.0,29.0,12.0,14.0,23.0,18.0,19.0,2.0,5.0,17.0,25.0,10.0,11.0,13.0,30.0,4.0,15.0,1.0,3.0,6.0,27.0,31.0,20.0,7.0,9.0,21.0
2014,50,24.0,2.0,9.0,28.0,21.0,13.0,29.0,18.0,19.0,15.0,14.0,7.0,22.0,10.0,5.0,3.0,4.0,12.0,26.0,30.0,6.0,20.0,1.0,16.0,8.0,25.0,31.0,27.0,17.0,23.0,11.0
2014,51,17.0,22.0,5.0,28.0,3.0,14.0,29.0,16.0,24.0,12.0,8.0,27.0,9.0,15.0,21.0,23.0,18.0,10.0,4.0,30.0,13.0,19.0,26.0,6.0,20.0,1.0,31.0,11.0,25.0,2.0,7.0
2014,52,6.0,14.0,21.0,28.0,27.0,2.0,29.0,19.0,3.0,7.0,20.0,11.0,8.0,18.0,17.0,13.0,15.0,25.0,26.0,30.0,9.0,16.0,1.0,24.0,12.0,23.0,31.0,10.0,5.0,22.0,4.0
2015,1,4.0,3.0,15.0,28.0,1.0,24.0,29.0,19.0,23.0,9.0,10.0,16.0,27.0,11.0,22.0,14.0,6.0,12.0,13.0,30.0,7.0,2.0,26.0,20.0,8.0,18.0,31.0,5.0,17.0,21.0,25.0
2015,2,18.0,5.0,6.0,28.0,25.0,21.0,29.0,27.0,2.0,19.0,4.0,11.0,14.0,10.0,1.0,9.0,3.0,13.0,23.0,30.0,8.0,17.0,16.0,20.0,12.0,24.0,31.0,22.0,7.0,15.0,26.0
2015,3,8.0,6.0,10.0,28.0,21.0,4.0,29.0,26.0,1.0,2.0,14.0,25.0,20.0,17.0,7.0,18.0,5.0,12.0,24.0,30.0,3.0,27.0,16.0,15.0,11.0,9.0,31.0,19.0,13.0,23.0,22.0
2015,4,9.0,13.0,7.0,28.0,26.0,15.0,29.0,23.0,27.0,11.0,22.0,8.0,3.0,2.0,19.0,1.0,20.0,17.0,25.0,30.0,14.0,5.0,18.0,6.0,16.0,21.0,31.0,10.0,4.0,12.0,24.0
2015,5,27.0,9.0,18.0,28.0,14.0,3.0,29.0,5.0,25.0,23.0,11.0,7.0,26.0,15.0,22.0,17.0,19.0,4.0,24.0,30.0,12.0,1.0,13.0,20.0,8.0,2.0,31.0,6.0,10.0,21.0,16.0
2015,6,8.0,17.0,26.0,28.0,2.0,21.0,29.0,4.0,20.0,18.0,9.0,22.0,3.0,16.0,14.0,23.0,15.0,11.0,27.0,30.0,25.0,12.0,19.0,7.0,10.0,1.0,31.0,5.0,24.0,13.0,6.0
2015,7,1.0,23.0,4.0,28.0,16.0,20.0,29.0,3.0,24.0,26.0,6.0,13.0,21.0,22.0,8.0,18.0,25.0,15.0,7.0,30.0,27.0,5.0,17.0,12.0,11.0,19.0,31.0,9.0,10.0,14.0,2.0
2015,8,5.0,25.0,22.0,28.0,14.0,20.0,29.0,15.0,8.0,12.0,26.0,4.0,2.0,18.0,16.0,21.0,24.0,11.0,6.0,30.0,7.0,19.0,10.0,17.0,3.0,27.0,31.0,1.0,9.0,13.0,23.0
2015,9,5.0,25.0,21.0,28.0,23.0,22.0,29.0,24.0,16.0,4.0,17.0,10.0,2.0,9.0,11.0,12.0,14.0,13.0,15.0,30.0,26.0,19.0,6.0,3.0,27.0,7.0,31.0,8.0,20.0,18.0,1.0
2015,10,13.0,19.0,7.0,28.0,25.0,20.0,29.0,18.0,9.0,24.0,4.0,1.0,26.0,16.0,10.0,14.0,2.0,12.0,22.0,30.0,21.0,3.0,17.0,8.0,5.0,27.0,31.0,23.0,6.0,11.0,15.0
2015,11,20.0,9.0,12.0,28.0,25.0,15.0,29.0,13.0,17.0,4.0,24.0,7.0,10.0,19.0,11.0,18.0,1.0,5.0,27.0,30.0,21.0,16.0,3.0,14.0,6.0,23.0,31.0,2.0,8.0,22.0,26.0
2015,12,2.0,4.0,14.0,28.0,18.0,9.0,29.0,25.0,12.0,16.0,5.0,19.0,24.0,7.0,20.0,10.0,27.0,26.0,21.0,30.0,8.0,17.0,1.0,15.0,23.0,3.0,31.0,13.0,6.0,22.0,11.0
2015,13,12.0,24.0,5.0,28.0,19.0,7.0,29.0,2.0,26.0,20.0,16.0,11.0,25.0,9.0,15.0,22.0,21.0,8.0,10.0,30.0,17.0,6.0,27.0,23.0,3.0,1.0,31.0,13.0,14.0,18.0,4.0
2015,14,12.0,8.0,23.0,28.0,2.0,19.0,29.0,5.0,21.0,18.0,10.0,15.0,3.0,24.0,14.0,1.0,27.0,20.0,6.0,30.0,17.0,25.0,11.0,16.0,22.0,4.0,31.0,13.0,26.0,9.0,7.0
2015,15,13.0,25.0,5.0,28.0,11.0,17.0,29.0,15.0,21.0,23.0,12.0,20.0,6.0,24.0,22.0,10.0,16.0,8.0,2.0,30.0,18.0,1.0,27.0,26.0,14.0,7.0,31.0,9.0,19.0,3.0,4.0
