Date,AGM,AUD,CASH,CHS,FOR,PRO,PX,SD,SENS,STAR,WTI,INTL
2017-03-27,6.0,4.0,5.0,7.0,3.0,1.0,,2.0,10.0,8.0,9.0,
2017-04-03,8.0,7.0,3.0,10.0,1.0,6.0,,2.0,9.0,4.0,5.0,
2017-04-10,5.0,8.0,9.0,4.0,3.0,7.0,,2.0,6.0,1.0,10.0,
2017-04-17,4.0,5.0,1.0,2.0,6.0,3.0,,9.0,7.0,8.0,10.0,
2017-04-24,2.0,9.0,10.0,8.0,5.0,1.0,,4.0,3.0,6.0,7.0,
2017-05-01,8.0,10.0,4.0,6.0,5.0,1.0,,7.0,9.0,3.0,2.0,
2017-05-08,1.0,10.0,6.0,8.0,5.0,3.0,,2.0,9.0,7.0,4.0,
2017-05-15,7.0,8.0,4.0,10.0,5.0,2.0,,3.0,9.0,6.0,1.0,
2017-05-22,5.0,2.0,4.0,10.0,7.0,3.0,,8.0,1.0,6.0,9.0,
2017-05-29,6.0,1.0,7.0,3.0,2.0,4.0,,8.0,10.0,5.0,9.0,
2017-06-05,2.0,9.0,3.0,7.0,1.0,10.0,,8.0,4.0,6.0,5.0,
2017-06-12,2.0,5.0,7.0,4.0,6.0,8.0,,10.0,9.0,3.0,1.0,
2017-06-19,6.0,4.0,9.0,8.0,2.0,3.0,,10.0,1.0,7.0,5.0,
2017-06-26,7.0,4.0,3.0,2.0,8.0,6.0,,1.0,10.0,5.0,9.0,
2017-07-03,3.0,9.0,5.0,8.0,6.0,2.0,,4.0,1.0,7.0,10.0,
2017-07-10,8.0,9.0,7.0,10.0,5.0,4.0,,2.0,1.0,6.0,3.0,
2017-07-17,4.0,9.0,3.0,2.0,10.0,6.0,,5.0,1.0,7.0,8.0,
2017-07-24,6.0,2.0,10.0,5.0,7.0,9.0,,3.0,1.0,8.0,4.0,
2017-07-31,5.0,6.0,1.0,3.0,4.0,9.0,,10.0,8.0,7.0,2.0,
2017-08-07,7.0,1.0,9.0,10.0,4.0,5.0,,6.0,3.0,2.0,8.0,
2017-08-14,2.0,6.0,8.0,10.0,4.0,5.0,,7.0,1.0,3.0,9.0,
2017-08-21,5.0,1.0,6.0,2.0,7.0,9.0,,4.0,10.0,8.0,3.0,
2017-08-28,4.0,10.0,3.0,8.0,5.0,2.0,,9.0,1.0,7.0,6.0,
2017-09-04,8.0,3.0,9.0,4.0,5.0,10.0,,1.0,2.0,7.0,6.0,
2017-09-11,6.0,5.0,2.0,4.0,9.0,10.0,,3.0,7.0,8.0,1.0,
2017-09-18,2.0,3.0,7.0,8.0,6.0,9.0,,5.0,10.0,4.0,1.0,
2017-09-25,5.0,7.0,3.0,1.0,10.0,8.0,,6.0,4.0,9.0,2.0,
2017-10-02,3.0,1.0,6.0,9.0,10.0,5.0,,8.0,2.0,4.0,7.0,
2017-10-09,3.0,8.0,4.0,10.0,1.0,2.0,,7.0,9.0,6.0,5.0,
2017-10-16,8.0,9.0,3.0,1.0,2.0,7.0,,6.0,10.0,5.0,4.0,
2017-10-23,5.0,4.0,3.0,2.0,6.0,10.0,,9.0,1.0,7.0,8.0,
2017-10-30,5.0,7.0,3.0,9.0,10.0,4.0,,2.0,6.0,8.0,1.0,
2017-11-06,10.0,6.0,8.0,2.0,1.0,5.0,,3.0,9.0,4.0,7.0,
2017-11-13,3.0,2.0,4.0,7.0,1.0,5.0,,10.0,6.0,8.0,9.0,
2017-11-20,7.0,5.0,8.0,4.0,6.0,3.0,,1.0,2.0,9.0,10.0,
2017-11-27,5.0,8.0,3.0,4.0,2.0,9.0,,7.0,10.0,6.0,1.0,
2017-12-04,7.0,8.0,5.0,1.0,3.0,6.0,,4.0,9.0,2.0,10.0,
2017-12-11,4.0,2.0,5.0,9.0,3.0,1.0,,7.0,8.0,6.0,10.0,
2017-12-18,2.0,9.0,5.0,4.0,8.0,10.0,,6.0,3.0,7.0,1.0,
2017-12-25,9.0,10.0,5.0,4.0,7.0,3.0,,1.0,8.0,6.0,2.0,
2018-01-01,9.0,4.0,10.0,7.0,5.0,3.0,,8.0,2.0,6.0,1.0,
2018-01-08,5.0,7.0,1.0,2.0,10.0,6.0,,8.0,4.0,9.0,3.0,
2018-01-15,7.0,5.0,4.0,3.0,1.0,2.0,,10.0,8.0,6.0,9.0,
2018-01-22,6.0,8.0,3.0,10.0,5.0,4.0,,2.0,9.0,7.0,1.0,
2018-01-29,3.0,5.0,2.0,4.0,1.0,6.0,,9.0,8.0,7.0,10.0,
2018-02-05,7.0,6.0,3.0,2.0,8.0,1.0,,9.0,4.0,5.0,10.0,
2018-02-12,2.0,5.0,9.0,7.0,4.0,8.0,,10.0,6.0,3.0,1.0,
2018-02-19,4.0,9.0,7.0,10.0,6.0,8.0,,3.0,1.0,5.0,2.0,
2018-02-26,7.0,5.0,4.0,1.0,9.0,3.0,,10.0,2.0,6.0,8.0,
2018-03-05,1.0,8.0,3.0,10.0,7.0,2.0,,4.0,5.0,6.0,9.0,
2018-03-12,2.0,6.0,3.0,5.0,10.0,8.0,,7.0,9.0,4.0,1.0,
2018-03-19,6.0,9.0,10.0,2.0,8.0,3.0,,4.0,7.0,5.0,1.0,
2018-03-26,2.0,1.0,4.0,6.0,9.0,10.0,,8.0,3.0,5.0,7.0,
2018-04-02,7.0,6.0,3.0,2.0,4.0,9.0,,10.0,1.0,5.0,8.0,
2018-04-09,10.0,7.0,8.0,3.0,4.0,5.0,,2.0,6.0,9.0,1.0,
2018-04-16,2.0,3.0,6.0,10.0,4.0,5.0,,7.0,9.0,8.0,1.0,
2018-04-23,8.0,3.0,7.0,1.0,5.0,10.0,,6.0,9.0,4.0,2.0,
2018-04-30,6.0,8.0,10.0,9.0,7.0,2.0,,4.0,5.0,3.0,1.0,
2018-05-07,6.0,10.0,2.0,4.0,7.0,3.0,,8.0,9.0,5.0,1.0,
2018-05-14,7.0,5.0,6.0,2.0,9.0,8.0,,3.0,1.0,10.0,4.0,
2018-05-21,3.0,9.0,5.0,7.0,2.0,1.0,,8.0,6.0,4.0,10.0,
2018-05-28,5.0,9.0,2.0,10.0,6.0,8.0,,3.0,1.0,7.0,4.0,
2018-06-04,9.0,6.0,8.0,1.0,5.0,7.0,,4.0,2.0,3.0,10.0,
2018-06-11,6.0,2.0,9.0,10.0,8.0,3.0,,5.0,1.0,7.0,4.0,
2018-06-18,5.0,3.0,10.0,6.0,9.0,8.0,,2.0,1.0,7.0,4.0,
2018-06-25,8.0,5.0,7.0,6.0,9.0,3.0,,1.0,10.0,4.0,2.0,
2018-07-02,5.0,4.0,8.0,6.0,2.0,1.0,,9.0,10.0,7.0,3.0,
2018-07-09,3.0,2.0,8.0,10.0,6.0,4.0,,7.0,5.0,9.0,1.0,
2018-07-16,3.0,6.0,4.0,1.0,5.0,10.0,,8.0,9.0,7.0,2.0,
2018-07-23,1.0,7.0,8.0,5.0,3.0,2.0,,6.0,9.0,4.0,10.0,
2018-07-30,9.0,10.0,7.0,2.0,4.0,8.0,,6.0,1.0,5.0,3.0,
2018-08-06,10.0,1.0,7.0,3.0,5.0,2.0,,6.0,4.0,8.0,9.0,
2018-08-13,7.0,6.0,5.0,1.0,2.0,10.0,,4.0,8.0,3.0,9.0,
2018-08-20,6.0,3.0,8.0,9.0,4.0,5.0,,7.0,10.0,2.0,1.0,
2018-08-27,9.0,6.0,5.0,8.0,7.0,4.0,,10.0,1.0,2.0,3.0,
2018-09-03,4.0,8.0,3.0,9.0,6.0,2.0,,10.0,1.0,5.0,7.0,
2018-09-10,5.0,3.0,9.0,6.0,7.0,2.0,,10.0,8.0,4.0,1.0,
2018-09-17,3.0,2.0,9.0,8.0,5.0,10.0,,6.0,7.0,4.0,1.0,
2018-09-24,9.0,4.0,5.0,3.0,10.0,8.0,,6.0,2.0,7.0,1.0,
2018-10-01,2.0,9.0,4.0,8.0,7.0,5.0,,1.0,10.0,3.0,6.0,
2018-10-08,2.0,8.0,6.0,5.0,7.0,3.0,,4.0,9.0,1.0,10.0,
2018-10-15,7.0,4.0,6.0,10.0,3.0,8.0,,9.0,2.0,5.0,1.0,
2018-10-22,4.0,8.0,6.0,2.0,7.0,1.0,,9.0,3.0,5.0,10.0,
2018-10-29,3.0,1.0,4.0,5.0,9.0,8.0,,10.0,6.0,7.0,2.0,
2018-11-05,2.0,7.0,4.0,5.0,9.0,6.0,,1.0,8.0,3.0,10.0,
2018-11-12,8.0,1.0,5.0,6.0,3.0,7.0,,9.0,10.0,2.0,4.0,
2018-11-19,5.0,9.0,6.0,4.0,1.0,2.0,,8.0,7.0,3.0,10.0,
2018-11-26,7.0,8.0,9.0,10.0,5.0,3.0,,6.0,1.0,4.0,2.0,
2018-12-03,7.0,2.0,9.0,1.0,8.0,6.0,,4.0,10.0,5.0,3.0,
2018-12-10,7.0,2.0,4.0,1.0,8.0,3.0,,9.0,6.0,5.0,10.0,
2018-12-17,1.0,8.0,5.0,2.0,3.0,4.0,,9.0,6.0,7.0,10.0,
2018-12-24,6.0,4.0,7.0,8.0,2.0,3.0,,5.0,9.0,10.0,1.0,
2018-12-31,4.0,2.0,7.0,6.0,8.0,9.0,,3.0,5.0,10.0,1.0,
2019-01-07,7.0,2.0,4.0,9.0,1.0,6.0,,5.0,10.0,8.0,3.0,
2019-01-14,2.0,5.0,7.0,9.0,10.0,3.0,,6.0,4.0,8.0,1.0,
2019-01-21,7.0,2.0,1.0,8.0,3.0,4.0,,10.0,5.0,6.0,9.0,
2019-01-28,6.0,7.0,1.0,8.0,2.0,5.0,,4.0,10.0,3.0,9.0,
2019-02-04,6.0,9.0,3.0,4.0,2.0,1.0,,8.0,7.0,5.0,10.0,
2019-02-11,8.0,2.0,6.0,10.0,7.0,3.0,,4.0,5.0,9.0,1.0,
2019-02-18,2.0,5.0,8.0,7.0,6.0,4.0,,10.0,1.0,3.0,9.0,
2019-02-25,5.0,10.0,8.0,4.0,6.0,3.0,,7.0,1.0,9.0,2.0,
2019-03-04,5.0,4.0,9.0,10.0,2.0,3.0,,7.0,8.0,1.0,6.0,
2019-03-11,5.0,3.0,6.0,9.0,4.0,7.0,,2.0,10.0,8.0,1.0,
2019-03-18,10.0,9.0,8.0,7.0,5.0,3.0,,2.0,4.0,6.0,1.0,
2019-03-25,3.0,10.0,2.0,7.0,4.0,6.0,,8.0,9.0,1.0,5.0,
2019-04-01,4.0,1.0,2.0,9.0,3.0,8.0,,7.0,10.0,5.0,6.0,
2019-04-08,5.0,1.0,2.0,10.0,7.0,4.0,,3.0,9.0,6.0,8.0,
2019-04-15,7.0,2.0,1.0,6.0,5.0,3.0,,8.0,10.0,4.0,9.0,
2019-04-22,8.0,5.0,3.0,9.0,4.0,2.0,,7.0,1.0,6.0,10.0,
2019-04-29,2.0,5.0,6.0,9.0,1.0,4.0,,8.0,3.0,7.0,10.0,
2019-05-06,9.0,7.0,2.0,1.0,8.0,4.0,,3.0,10.0,5.0,6.0,
2019-05-13,9.0,6.0,3.0,4.0,10.0,5.0,,1.0,7.0,2.0,8.0,
2019-05-20,6.0,5.0,2.0,8.0,4.0,3.0,,9.0,7.0,1.0,10.0,
2019-05-27,5.0,8.0,7.0,9.0,4.0,2.0,,10.0,3.0,1.0,6.0,
2019-06-03,6.0,8.0,3.0,7.0,5.0,2.0,,10.0,9.0,1.0,4.0,
2019-06-10,5.0,4.0,2.0,8.0,9.0,3.0,,10.0,1.0,7.0,6.0,
2019-06-17,9.0,6.0,10.0,5.0,4.0,3.0,,1.0,8.0,7.0,2.0,
2019-06-24,5.0,9.0,7.0,8.0,2.0,10.0,,1.0,6.0,4.0,3.0,
2019-07-01,6.0,1.0,7.0,4.0,5.0,2.0,,8.0,10.0,3.0,9.0,
2019-07-08,4.0,8.0,9.0,6.0,5.0,1.0,,2.0,10.0,7.0,3.0,
2019-07-15,3.0,7.0,4.0,8.0,6.0,5.0,,9.0,10.0,2.0,1.0,
2019-07-22,5.0,8.0,3.0,9.0,2.0,1.0,,6.0,4.0,7.0,10.0,
2019-07-29,3.0,8.0,1.0,9.0,7.0,6.0,,5.0,10.0,2.0,4.0,
2019-08-05,6.0,10.0,8.0,4.0,7.0,2.0,,9.0,3.0,5.0,1.0,
2019-08-12,3.0,2.0,1.0,5.0,4.0,7.0,,10.0,9.0,6.0,8.0,
2019-08-19,1.0,6.0,3.0,7.0,2.0,8.0,,10.0,5.0,4.0,9.0,
2019-08-26,5.0,7.0,6.0,2.0,9.0,4.0,,3.0,10.0,8.0,1.0,
2019-09-02,8.0,4.0,6.0,1.0,5.0,10.0,,3.0,2.0,9.0,7.0,
2019-09-09,4.0,5.0,3.0,1.0,7.0,10.0,,2.0,9.0,8.0,6.0,
2019-09-16,7.0,9.0,2.0,10.0,4.0,5.0,,8.0,6.0,3.0,1.0,
2019-09-23,3.0,5.0,6.0,1.0,10.0,4.0,,9.0,7.0,2.0,8.0,
2019-09-30,5.0,9.0,3.0,10.0,1.0,2.0,,8.0,6.0,4.0,7.0,
2019-10-07,4.0,1.0,3.0,2.0,8.0,7.0,,6.0,10.0,9.0,5.0,
2019-10-14,3.0,6.0,2.0,8.0,4.0,9.0,,10.0,1.0,5.0,7.0,
2019-10-21,8.0,3.0,10.0,4.0,6.0,9.0,,2.0,1.0,7.0,5.0,
2019-10-28,3.0,2.0,5.0,7.0,4.0,9.0,,8.0,1.0,6.0,10.0,
2019-11-04,8.0,1.0,6.0,4.0,5.0,7.0,,2.0,10.0,9.0,3.0,
2019-11-11,8.0,2.0,6.0,1.0,4.0,3.0,,10.0,9.0,5.0,7.0,
2019-11-18,7.0,9.0,2.0,10.0,4.0,3.0,,6.0,1.0,5.0,8.0,
2019-11-25,7.0,4.0,6.0,1.0,9.0,3.0,,10.0,2.0,5.0,8.0,
2019-12-02,5.0,2.0,6.0,10.0,7.0,8.0,,1.0,9.0,4.0,3.0,
2019-12-09,7.0,10.0,9.0,3.0,6.0,8.0,,1.0,5.0,4.0,2.0,
2019-12-16,3.0,4.0,6.0,7.0,2.0,5.0,,9.0,10.0,8.0,1.0,
2019-12-23,6.0,9.0,2.0,10.0,7.0,5.0,,3.0,8.0,1.0,4.0,
2019-12-30,8.0,10.0,3.0,7.0,6.0,4.0,,2.0,9.0,5.0,1.0,
2020-01-06,4.0,6.0,3.0,1.0,7.0,2.0,,9.0,8.0,5.0,10.0,
2020-01-13,7.0,3.0,9.0,8.0,2.0,5.0,,10.0,1.0,4.0,6.0,
2020-01-20,5.0,6.0,1.0,4.0,2.0,7.0,,10.0,8.0,3.0,9.0,
2020-01-27,5.0,10.0,2.0,4.0,8.0,6.0,,9.0,3.0,1.0,7.0,
2020-02-03,9.0,2.0,5.0,6.0,7.0,10.0,,3.0,1.0,4.0,8.0,
2020-02-10,7.0,3.0,6.0,4.0,5.0,8.0,,10.0,1.0,2.0,9.0,
2020-02-17,7.0,8.0,6.0,5.0,2.0,4.0,,10.0,1.0,3.0,9.0,
2020-02-24,1.0,9.0,7.0,2.0,8.0,6.0,,5.0,3.0,4.0,10.0,
2020-03-02,4.0,7.0,5.0,9.0,2.0,8.0,,6.0,3.0,1.0,10.0,
2020-03-09,2.0,6.0,3.0,8.0,4.0,5.0,,10.0,9.0,1.0,7.0,
2020-03-16,6.0,9.0,3.0,2.0,4.0,5.0,,7.0,8.0,10.0,1.0,
2020-03-23,2.0,10.0,5.0,9.0,8.0,3.0,,4.0,6.0,1.0,7.0,
2020-03-30,2.0,10.0,7.0,9.0,4.0,6.0,,3.0,5.0,8.0,1.0,
2020-04-06,7.0,9.0,5.0,1.0,3.0,8.0,,10.0,6.0,2.0,4.0,
2020-04-13,8.0,2.0,7.0,10.0,4.0,5.0,,1.0,3.0,6.0,9.0,
2020-04-20,4.0,3.0,5.0,10.0,6.0,7.0,,1.0,8.0,9.0,2.0,
2020-04-27,6.0,9.0,7.0,1.0,5.0,4.0,,3.0,10.0,2.0,8.0,
2020-05-04,7.0,4.0,9.0,6.0,2.0,3.0,,10.0,8.0,5.0,1.0,
2020-05-11,6.0,1.0,3.0,9.0,4.0,7.0,,10.0,8.0,5.0,2.0,
2020-05-18,5.0,1.0,7.0,2.0,3.0,6.0,,9.0,10.0,4.0,8.0,
2020-05-25,7.0,9.0,4.0,6.0,5.0,1.0,,3.0,8.0,2.0,10.0,
2020-06-01,6.0,2.0,5.0,1.0,9.0,8.0,,7.0,10.0,4.0,3.0,
2020-06-08,5.0,9.0,6.0,10.0,4.0,1.0,,3.0,8.0,2.0,7.0,
2020-06-15,3.0,7.0,6.0,8.0,1.0,2.0,,10.0,4.0,5.0,9.0,
2020-06-22,8.0,10.0,2.0,6.0,5.0,4.0,,3.0,1.0,7.0,9.0,
2020-06-29,5.0,1.0,4.0,3.0,6.0,2.0,,9.0,10.0,7.0,8.0,
2020-07-06,5.0,10.0,4.0,6.0,8.0,9.0,,3.0,1.0,7.0,2.0,
2020-07-13,8.0,3.0,5.0,2.0,1.0,10.0,,9.0,6.0,7.0,4.0,
2020-07-20,5.0,8.0,4.0,10.0,3.0,9.0,,1.0,2.0,7.0,6.0,
2020-07-27,4.0,7.0,5.0,6.0,2.0,10.0,,8.0,1.0,3.0,9.0,
2020-08-03,7.0,9.0,5.0,3.0,8.0,2.0,,1.0,10.0,4.0,6.0,
2020-08-10,2.0,1.0,10.0,3.0,9.0,6.0,,4.0,5.0,8.0,7.0,
2020-08-17,4.0,7.0,5.0,9.0,2.0,1.0,,10.0,6.0,3.0,8.0,
2020-08-24,3.0,1.0,4.0,2.0,9.0,8.0,,6.0,10.0,7.0,5.0,
2020-08-31,2.0,3.0,4.0,10.0,6.0,8.0,,1.0,9.0,5.0,7.0,
2020-09-07,5.0,4.0,7.0,6.0,1.0,9.0,,8.0,3.0,2.0,10.0,
2020-09-14,8.0,9.0,3.0,6.0,5.0,4.0,,1.0,10.0,7.0,2.0,
2020-09-21,2.0,1.0,7.0,10.0,5.0,4.0,,9.0,3.0,6.0,8.0,
2020-09-28,7.0,2.0,1.0,8.0,6.0,9.0,,10.0,3.0,5.0,4.0,
2020-10-05,5.0,10.0,3.0,2.0,6.0,4.0,,1.0,7.0,8.0,9.0,
2020-10-12,3.0,5.0,1.0,2.0,7.0,4.0,,10.0,9.0,6.0,8.0,
2020-10-19,6.0,7.0,2.0,8.0,9.0,10.0,,1.0,4.0,3.0,5.0,
2020-10-26,5.0,2.0,1.0,8.0,6.0,9.0,,7.0,3.0,4.0,10.0,
2020-11-02,7.0,6.0,8.0,1.0,3.0,5.0,,2.0,4.0,9.0,10.0,
2020-11-09,7.0,2.0,6.0,9.0,8.0,4.0,,3.0,10.0,5.0,1.0,
2020-11-16,8.0,1.0,5.0,2.0,6.0,3.0,,7.0,10.0,4.0,9.0,
2020-11-23,5.0,3.0,8.0,10.0,4.0,6.0,,2.0,9.0,7.0,1.0,
2020-11-30,4.0,2.0,10.0,9.0,8.0,5.0,,6.0,1.0,7.0,3.0,
2020-12-07,2.0,9.0,6.0,10.0,8.0,4.0,,3.0,7.0,5.0,1.0,
2020-12-14,8.0,10.0,3.0,4.0,2.0,1.0,,5.0,7.0,6.0,9.0,
2020-12-21,7.0,2.0,3.0,9.0,4.0,6.0,,8.0,1.0,5.0,10.0,
2020-12-28,4.0,2.0,5.0,1.0,9.0,3.0,,7.0,8.0,6.0,10.0,
2021-01-04,7.0,1.0,5.0,4.0,6.0,10.0,,2.0,8.0,9.0,3.0,
2021-01-11,6.0,3.0,7.0,4.0,5.0,10.0,,2.0,1.0,8.0,9.0,
2021-01-18,7.0,2.0,6.0,3.0,5.0,8.0,,10.0,1.0,4.0,9.0,
2021-01-25,8.0,1.0,5.0,4.0,7.0,9.0,,10.0,3.0,6.0,2.0,
2021-02-01,9.0,3.0,5.0,10.0,6.0,7.0,,4.0,1.0,8.0,2.0,
2021-02-08,5.0,4.0,8.0,2.0,9.0,10.0,,3.0,1.0,6.0,7.0,
2021-02-15,9.0,3.0,4.0,5.0,10.0,2.0,,8.0,1.0,7.0,6.0,
2021-02-22,3.0,10.0,4.0,6.0,7.0,5.0,,8.0,9.0,2.0,1.0,
2021-03-01,3.0,2.0,5.0,8.0,4.0,6.0,,9.0,10.0,7.0,1.0,
2021-03-08,4.0,3.0,8.0,1.0,7.0,9.0,,5.0,2.0,6.0,10.0,
2021-03-15,4.0,7.0,1.0,2.0,5.0,8.0,,10.0,3.0,6.0,9.0,
2021-03-22,2.0,9.0,6.0,8.0,4.0,7.0,,1.0,10.0,3.0,5.0,
2021-03-29,6.0,1.0,5.0,7.0,2.0,4.0,,8.0,10.0,3.0,9.0,
2021-04-05,6.0,7.0,3.0,4.0,1.0,2.0,,8.0,10.0,5.0,9.0,
2021-04-12,4.0,6.0,7.0,8.0,1.0,2.0,,5.0,10.0,3.0,9.0,
2021-04-19,4.0,9.0,6.0,8.0,7.0,5.0,,1.0,2.0,3.0,10.0,
2021-04-26,5.0,9.0,2.0,6.0,8.0,10.0,,4.0,3.0,7.0,1.0,
2021-05-03,7.0,8.0,4.0,1.0,6.0,9.0,,2.0,10.0,5.0,3.0,
2021-05-10,5.0,10.0,6.0,1.0,9.0,7.0,,2.0,4.0,8.0,3.0,
2021-05-17,7.0,5.0,4.0,2.0,10.0,6.0,,3.0,1.0,9.0,8.0,
2021-05-24,9.0,7.0,3.0,2.0,8.0,1.0,,4.0,6.0,10.0,5.0,
2021-05-31,8.0,10.0,6.0,4.0,9.0,5.0,,3.0,1.0,7.0,2.0,
2021-06-07,5.0,4.0,9.0,3.0,10.0,6.0,,8.0,1.0,2.0,7.0,
2021-06-14,7.0,8.0,6.0,9.0,3.0,1.0,,5.0,10.0,2.0,4.0,
2021-06-21,8.0,5.0,6.0,1.0,9.0,10.0,,7.0,4.0,2.0,3.0,
2021-06-28,6.0,9.0,5.0,8.0,1.0,4.0,,7.0,10.0,2.0,3.0,
2021-07-05,5.0,7.0,3.0,2.0,6.0,4.0,,9.0,8.0,1.0,10.0,
2021-07-12,2.0,9.0,3.0,8.0,4.0,5.0,,7.0,6.0,1.0,10.0,
2021-07-19,8.0,3.0,9.0,7.0,2.0,10.0,,1.0,4.0,6.0,5.0,
2021-07-26,7.0,9.0,4.0,3.0,10.0,8.0,,1.0,5.0,6.0,2.0,
2021-08-02,7.0,9.0,8.0,6.0,5.0,4.0,,1.0,3.0,2.0,10.0,
2021-08-09,3.0,8.0,4.0,7.0,5.0,10.0,,1.0,9.0,2.0,6.0,
2021-08-16,4.0,3.0,5.0,2.0,6.0,9.0,,7.0,1.0,8.0,10.0,
2021-08-23,9.0,5.0,8.0,10.0,6.0,2.0,,4.0,3.0,7.0,1.0,
2021-08-30,2.0,9.0,4.0,10.0,8.0,7.0,,1.0,6.0,5.0,3.0,
2021-09-06,6.0,10.0,1.0,8.0,5.0,9.0,,2.0,4.0,3.0,7.0,
2021-09-13,7.0,2.0,6.0,5.0,9.0,8.0,,1.0,10.0,4.0,3.0,
2021-09-20,2.0,1.0,6.0,3.0,8.0,7.0,,5.0,10.0,9.0,4.0,
2021-09-27,3.0,5.0,4.0,8.0,6.0,10.0,,1.0,9.0,7.0,2.0,
2021-10-04,3.0,10.0,2.0,7.0,4.0,9.0,,5.0,8.0,6.0,1.0,
2021-10-11,5.0,8.0,2.0,1.0,6.0,7.0,,10.0,3.0,4.0,9.0,
2021-10-18,4.0,7.0,6.0,8.0,5.0,10.0,,3.0,2.0,9.0,1.0,
2021-10-25,4.0,8.0,10.0,1.0,7.0,9.0,3.0,2.0,6.0,5.0,11.0,
2021-11-01,8.0,1.0,3.0,2.0,5.0,7.0,11.0,9.0,4.0,6.0,10.0,
2021-11-08,7.0,11.0,4.0,6.0,5.0,1.0,3.0,2.0,9.0,10.0,8.0,
2021-11-15,5.0,10.0,4.0,3.0,8.0,1.0,2.0,11.0,6.0,7.0,9.0,
2021-11-22,5.0,10.0,3.0,11.0,6.0,9.0,7.0,1.0,8.0,4.0,2.0,
2021-11-29,5.0,9.0,7.0,8.0,2.0,3.0,1.0,11.0,10.0,4.0,6.0,
